1,"Nigga you a pussy
2,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo
1,RT @yendys45: And @xDSmooth fell in love with pussy he never even got....
1,It be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time. It aint never a dude voice
1,My dawg @ceomiamimike told me it's a must I be @901k2lounge this Saturday ROCKIN that bitch wit Tha&#8230; http://t.co/0NV9cHtwOs
2,Madea and this old hillbilly are hilarious together.
2,@KenSuttling Not taking Franks advice and he ate the yellow snow.
2,Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe
0,We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg
2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
1,so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit
1,"If you a bad bitch
0,Only Americans would hire white trash with ties to international terrorism as police officers.
1,Porch monkey 4 life #Randell
1,RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG
2,&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades
1,"I can't fuck with hoe niggas
1,@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?
1,Riding in that ooo bitch it's nasty
1,"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?"""
1,RT @LilReese300: This bitch must b from Jojo world &#128514;&#128564;&#128561;
1,&#8220;@popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;
1,Stupid bitches.
2,they're not playing Charlie Strong's soft don't run up the score mentality. They're playing this guy. http://t.co/sqEdBgU34k
0,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches
1,@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast
1,Vegas in 4 days bitches.
1,&#8220;@TheDevonClarke: I swear if I see any snow tomorrow.... http://t.co/uesygaQLhx&#8221; bruhh you sound like a basic white bitch
2,Homework and boonies date with Caitlin tonight&gt;&gt;
1,"RT @JohnnyFootbalI: Yeah start me as your flex player next week. Trick plays
2,RT @paulabruederle: Some birds aren't meant to be caged
1,"RT @Heissarcastic: If my tweets offend you:
2,"People
2,"RT @NandaGorgeous: RT if you like 
1,U on the hit list to bitch kill yo self
2,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC
1,Free Ballout lil bitch &#128520;&#128299;
1,@ohVixen I love laying in bed by myself because I have a twin size bed and bitches be takin up 3/4 and I ain't havin that
1,Goodnight bitches (with a lisp)
1,@HoskinsTy96 @saambrowning and retarded
1,"Eat that pussy like i got the munchies
1,"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV"
1,"Bad bitch give good head
1,"Lot of my peeps playing 2nite
1,"RT @YoKidAintMine: alcohol is liquid truth. So if a girl is a hoe when she drinks
1,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl
1,@mynamesryann @Caroline_Poe why would i need to call her and bitch/cunt to your face? Im talking to her not you dumbass
1,Hull all yuh mudda cunt RT @FCBarcelona: Six strikers set for The Clasico http://t.co/Ve6RHXSS4x http://t.co/YJhUba6hUW
1,@NyJusDntGAF to late niggers died first
1,RT @NotWorldStar: When you drop all your hoes for one person and y'all don't end up together http://t.co/lLViTXweMX
1,Ima spread that pussy out like a acre
1,@ISpeakESPINAL i love seing new ones cause i save them and then youse them bitches lmfao
0,"which one of these names is more offensive kike
1,"I like beamers benzes and porches
1,Them taz angel hoes need some furniture
2,Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.
1,RT @alexYvette8: &#8220;@GhettoAnnabelle: @alexYvette8 don't get me started on you potato head lookin ass bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
1,@MethNotWeed bitch look homeless and u say meth not weed ur a fucking discrimination to American but enough of the bull shit what up fuk boy
1,@theBOSS_Leslie I didn't tag you negro lol
2,"@grinand BTW
0,@JacobbBacker you don't know shit about me faggot bitch
2,@OldManRo you should check it out... it aint animated and has Charlie Murphy in it
2,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away
1,All a nicca want is some Coney Island and Lous Deli tho! #DetroitNiccaInAtlantaProblems
1,"RT @itsDorry: Attractive girls are always the most insecure... &#128589;
2,"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it
1,A bird just smacked right into my car window. My parked car window &#128528; scared the fuck outta me
1,Now my side bitch my main bitch cause my main bitch aint feelin me no moe
1,Your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. Cut em as you complete your treatment.
1,@Elvis_NotPresly I gt android dmt kno whats in that box my nig
1,"She&#8217;s The key to world peace. RT @RepMyCityX: Hippo is such a pussy magnet
1,car anxiety is a bitch.
1,"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch
1,RT @LI_ALP: Still Texans nation hoe.
1,"@Darth_Snuff I'd sell anything if people are willing to buy it
1,&#8220;@ABadBitchCost_: omg yall should see this bag of weed dog this bitch like a .3 fasho lmfaooooo&#8221; &#128553;&#128514;
1,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin"
1,I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck
2,pancakes trash
1,RT @ScottLinnen: Saw a man in a yellow trench coat &amp; matching fedora with an iWatch. What a Dick.
1,&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking dick &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;
2,"@IAmPikey 
1,"RT @tic14tac: Guys be like ""Man
1,&#8220;@lifeof_brandon: &#8220;@100046729: @lifeof_brandon bitch I called yu back&#8221; the lies&#128564;&#8221;&#127797;
1,@MadameCrystalB stop calling her a bitch *crystal voice*
2,&#8220;@ShesSoBlessed_: Oreos And Milk &#128523;&#8221;
1,ugly hoe
1,"RT @TaughtYouWell: Boobs boobs boobs boobs lotta boobs
1,Them old bytches sorry as phuck in the sack... &#171;@Mr_JSmart24 The pussy get ripe in her 30's&#187;
1,@_theDarius boy I was clean in them bitches.
1,@a_murda_ happy birthday bad bitch
2,"@phalaenadispar 
1,I don't kick it with fuck nights and bitches
1,@TonyO97 fuck i look like shopping at that trash ass store
1,RT @Brittanny188: Pull up on my ex make that bitch mad&#128514;&#128514;&#128128;&#128128;
1,RT @GMB_Ace: @_100D dat Nigga Lame bro he Unfollowed Me Like A bitch
2,RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi
1,"#YesWeDid .......start building #windturbines SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;"
1,Can't stand a nigga that curve his boys for some hoes
1,"Offensively
1,"I hate when people call me ""mate"". Were not in England you fucking twat"
1,I'm not down to be a side bitch tho &#128075;
1,"RT @TrapicalGod: If she has ""You know my name not my story"" in her bio you know she a hoe"
1,@kuhnatekuhnite @studlydubly talkin' bout bitches gettin' butthurt am i right?!
1,&#8220;@saidtina: @uce_INA I really hate Poly bitches.&#8221; You and me both man
1,"RT @buckupside: What kind of world do we live in
2,"RT @Nachumlist: Charlie Rangel: &#180;The Things We
1,"RT @PimpinNPanderin: Cleary dark skinned niggas fuck better than light skinned niggas...
1,@quezada_carlos7. Right these hoes on my dick about u dats how
1,RT @Tweet_In_Doll: Biddin with my bitches #Family
2,City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV
1,Fuck all that talking bitch y u got my name in to mouth
1,RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG
1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard"
1,Money first woman second but you hoes are last !
1,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ
2,I have a feeling tonight will be trash.
1,Life be my bitch and that hoe move when I say so &#128175; http://t.co/ezO2QUqVhu
1,"RT @thecoreyholcomb: Twitter family
1,RT @MichaelBlackson: #ShoutOut to ChrisBrown for beating up another bitch
1,White trash bash &#128540;&#127867; http://t.co/wXVVTEM0Fc
1,Sexy ass yellow bone
2,Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd
1,RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr
1,RT @iamlaryn_: When you hoes gone learn second place don't get a prize?
2,"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima
2,"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through."
1,Watch yo hoe
1,"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok
1,"If i straighten my hair
1,&#8220;@nerfgunirwin: &#8220;@1DAlerts: Just saw Ashton. Hardly anyone cared. Waiting for Harry &#128540;&#8221; wtf&#8221; bitch I'd be all up in Ashton's grill you feel?
1,"These hoes be flawgen i swear bruh
0,@fucktyler fuck you spear chucker
1,"I love bad bitches it my fucking hobby
2,"Oops
1,Its uno shawty id drop my imaginary hoes 4
2,"RT @ItsGirllCode: reasons to be a mermaid:
0,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.
1,Just straight ignorant bitches #WhereTheyHeadsAt
1,@kincade00 you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
1,RT @lildurk_: From my experience these bitches ain't shit my pass all bad on 4nem
1,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe"
2,"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together
1,A bad bitch who knows her cars&gt;&gt;&gt;
1,Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy
1,Ferrari addiction bitch it's a wonderful thing.
1,@karlamorenoo aha your welcome niggah &#128520;
1,"&#8220;@hernandezeli_: back then hoes didn't want me
2,is it ghetto to grease yo scalp at work
2,Mitt Romney hates big bird. Fascist.
1,RT @EastSideKris: I'm glad Bey did this shit....now some of u bitches wit that one shaved side can go ahead &amp; shave that other side too....
1,Idgaf about you regardless bitch you got me all day.
1,Its nt that i hate that bitch i just hate the shot he do
1,"RT @kaitlyn_lardi: ""@17Seniors: so i basically become a fearless bitch when i'm mad"""
1,I am the real vampire nigger.
1,"@Amor_Anjel right 
0,I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol
1,Twitter let you know who every hoe is in every city and country
2,@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.
1,RT @_LOSOWORLD: @ChiefKeef bitch ass nikka took Flight Frm #Kenosha
1,"RT @StephGhost: ""You don't get bitches"" RT @dondonboi: Take Care the mos overrated album that has been released in the last 5 years"
1,This hoe reathie be tripping &#128514;&#128514;&#128514;&#128514;
1,RT @PRAYINGFORHEAD: tyga used to be good before he got into this swag fag shit
1,RT @JCSayre19: @HEELCastle that hoe over there.
1,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy
1,"RT @Bi6hop: Twitter jail is pointless your suppose to tweet 
1,&#8220;@SoTribe_Kasey: I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;
2,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7
1,&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.
1,&#8220;@coffincreepxx: Jose is so fucking mean to me like damn bitch lol&#8221; fuck you
1,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!
1,"I cannot be worried 'bout no bitch
1,u want a cookie tomorrow bitch @_lostb0y
1,RT @ATypicalFemaIe: when a bitch gets smart and I look too cute to be ratchet http://t.co/OoTtkUxKRA
1,&#8220;@_ajoyaaa: Victor &amp; shawn legs don't hurt? They jigg every damn night &#128530;&#8221;&#128514;&#128514;&#128514;
1,aint shit without my scale bitch i live that bag life
1,Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;
1,RT @SnipesJr_: Don't fall out wit yo niggas over hoes..
1,If you say anything about me I'll knock ur boyfriend out. Go for it bitch. Your boyfriend is a pubeless runt.
2,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey
1,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p
1,What was that knob to get shit back in focus when it started getting fuzzy?
1,"RT @StevStiffler: If her bio says ""Only God can judge me"" she's a hoe."
1,&#128532; RT @MichyDoe: Every week them hoes partying ! I see them hoes in every city partying for an event
1,RT @shikeattike: Pussy niggas don't get no pussy nigga
1,"RT @that1kidzi: Ohioans clowned on Kid like
1,"RT @landraa__: ""@Food_BE_goodHUH: IM CRYING&#128553;&#128557;&#128514;&#9996;&#65039; http://t.co/Lw0mhdJ7Cg"" &#128557;&#128514;&#128514; that bitch going hard"
1,&#8220;@MoneyYoung They not evn hoes in silence anymore&#8221;proud of it .... then want respect
1,These celebrity niggas be passing these Kardashian hoes around monthly
1,You ain't squad lil bitch
1,"@Real_Liam_Payne be a pussy
1,"' No FEELINS for a hoe that ain't ma main thang 
1,"&#8220;@OnStar: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;
1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!"
1,He went and got that bitch!!
1,everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf
1,Where the hoes at...
2,"Daniel
1,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.
2,RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI
1,RT @Jigga504: &#8220;@mleew17: u pretty but dat pussy got a 100 thousand miles on it!! Book value all fucked up&#128553;&#8221; &#128514;&#128514;&#128514;&#128514;
2,RT @toddknife: Full @weakenednachos set (except the last song) from Southern Darkness Fest last month. Who's the ape on guitar? https://t.c&#8230;
1,Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed&#8252;&#65039;
1,wallah I fucking hate this fuckin mexican bitch so much.
1,Fuck bitches get money ayyyyeeeee
1,"RT @worley_7: Enough with the mind fuck and pass me the fucking nachos
1,She gonna pop that pussy for a real niggaa
1,I tell a bitch I don't love shit fuck somethin
1,Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;
2,so uncivilized
1,2 year starting on me on the street... so i put a fag out on him. #funnyguy
2,Bathing Sphere: Suspended Orb Tub Not for Shy People http://t.co/OHv7xbr6wo #bathing #design #weird and yet #cool
1,@Adrian1_knowsu nigglet &#128530;&#128536;
1,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call
1,"RT @yayabad1_SODMG: ""@_100d: Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit"
1,@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch
1,"@NotEvanLarkin hope not
1,These hoes ain't loyal RT @ArzySauced: @ItsNotHarold man thats the realest shirt i seen tonight. A chick with a flip phone robbed me
2,RT @richiesuavee: &#8220;@ViriDoesItt: Kevin Hart make funny faces.. His curriculum kinda trash..&#8221; Curriculum? &#128514;&#128514;&#128514; http://t.co/zJJyRGcZ9Y
1,"RT @OG_Mellow: Kevin Gates said ""real niggas eat booty
1,I'm flexin on these bitches all gold bottles no Bombay
1,&#8220;@Truth_305 10 under in Miami is a keeper&#8221;not hard to find them hoes just like to brain wrestle
1,Beyonc&#233; more of a hipster bitch wit no hips these days
2,LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;
1,"RT @dreamhampton: bell hooks is ""bored"" by Nikki Minaj &amp; thinks ""pussy is old hat."" I'm bored by her old hat ass pop critiques."
0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude
2,"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita
2,"RT @kevinkoski: If Jeremy Lin dunked on Lebron in a Yankees cap
1,"@APrivilege lmao.. Brutal for the nigs who can't get jobs
1,"RT @dailytiz: ""Hey bitch
1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
1,@sayy_coneee bitch I texted you
1,Imma knock the pussy out like fight night
1,rule number 1 never fuck wit ah bitter babymama dey gon spray u str8 up.... Erica u losing cool points hoe
1,RT @__BrighterDays: I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &#128583;
1,Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess
1,I look like Denzel when I tilt my head to the side too bitch
1,Photo: Happy Friday bitches&#160;! #glamazon #ladykimora #rupaulsdragrace @welovequeens &#128536;&#128536;&#128536;&#128132;&#128132; http://t.co/c7Rv2DIL7g
1,RT @RakwonOGOD: When ya side hoe tryna act up http://t.co/ayfGKVdEZI
1,RT @BestOfFOD: These 5th grade hoes ain't loyal&#128514;&#128557; http://t.co/vU3xNaLags
1,cant hate onna bitch getting paid for what she got
1,"RT @ShabbaCranks: Running a train is fucking a bitch
